web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765314787-251","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Spirometrie voor kinderen","https://indiveo.nl/divis/spirometrie-voor-kinderen/","In deze Divi krijgt de patiënt (een kind) uitleg over wat een spirometrie is en waarom dit longonderzoek bij kinderen wordt gedaan. De patiënt leert dat de test meet hoeveel lucht er in de longen past en waarom dat belangrijk is bij klachten zoals hoesten of benauwdheid. Ook wordt uitgelegd hoe de test helpt bij het controleren van astma, andere longziekten of het effect van medicijnen. De patiënt ziet hoe het onderzoek verloopt, wat hij of zij moet doen en hoe hij of zij zich kan voorbereiden. De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","Spirometrie voor kinderen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Kindergeneeskunde, Longziekten"
"1765314789-252","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Spirometrie","https://indiveo.nl/divis/spirometrie/","Een spirometrie is een onderzoek waarbij de functie van de longen wordt gemeten. Tijdens de test moet de patiënt zoveel mogelijk lucht in een apparaat blazen. In deze Divi's ziet en leest u over het verloop van het onderzoek en hoe de patiënt zich het beste moet voorbereiden.","Spirometrie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314791-253","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Shuntbepaling","https://indiveo.nl/divis/shuntbepaling/","Met een Shuntbepaling wordt het zuurstofgehalte van de longen gemeten via het bloed. Met verschillende beelden wordt aan de patiënt uitgelegd hoe het onderzoek verloopt en wat er bij komt kijken. Daarnaast vindt de patiënt alle informatie over de voorbereiding en de nazorg van dit onderzoek.","Shuntbepaling","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314793-254","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Sedatie bronchoscopie","https://indiveo.nl/divis/sedatie-bronchoscopie/","Welke vorm van sedatie past het beste bij de patiënt tijdens de bronchoscopie? Om het onderzoek voor de patiënt zo prettig mogelijk te laten verlopen, kan de patiënt kiezen voor verschillende vormen van sedatie. Bij sedatie wordt het bewustzijn van de patiënt verlaagd. 



In deze Divi worden de verschillende vormen van sedatie uitgelegd. Na het zien van het beeldverhaal, heeft de patiënt alle informatie om de keuze voor juiste vorm van sedatie te maken.","Sedatie bronchoscopie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Anesthesie en pijnbestrijding, Longziekten"
"1765314795-255","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Saturatiemeting","https://indiveo.nl/divis/saturatiemeting/","Met een saturatiemeting wordt het zuurstofgehalte in het bloed gemeten. De patiënt krijgt hiervoor meestal een knijper op de vinger. Vaak is een saturatiemeting een onderdeel van een ander onderzoek. In deze Divi wordt uitgelegd hoe de saturatiemeting verloopt en wat de patiënt moet meenemen naar het onderzoek.","Saturatiemeting","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314797-256","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Pleurapunctie (ontlastend)","https://indiveo.nl/divis/pleurapunctie-ontlastend/","Bij een pleurapunctie haalt de arts vocht weg tussen het borstvlies en het longvlies.Bij sommige mensen produceert het lichaam een te grote hoeveelheid pleuravocht door bijvoorbeeld een ontsteking, hartfalen of een tumor. Hierdoor kan benauwdheid ontstaan. Met een ontlastende pleurapunctie haalt de arts het vocht weg, waardoor de klachten kunnen afnemen.



In deze Divi wordt uitgelegd hoe een patiënt zich op de pleurapunctie moet voorbereiden. Ook de nazorg wordt met de patiënt besproken. In een animatie wordt uitgelegd hoe het onderzoek verloopt.","Pleurapunctie (ontlastend)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314799-257","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Pleurapunctie (diagnostisch)","https://indiveo.nl/divis/pleurapunctie-diagnostisch/","Bij een pleurapunctie haalt de arts vocht weg tussen het borstvlies en het longvlies voor nader onderzoek. Soms wordt vooraf een echo gemaakt om het vocht goed in beeld te brengen en de plaats van de punctie te kunnen bepalen.



In deze Divi wordt uitgelegd hoe een patiënt zich op het onderzoek moet voorbereiden. In een animatie wordt vervolgens uitgelegd hoe het onderzoek verloopt.","Pleurapunctie (diagnostisch)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314800-258","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Opname in verband met ventielbehandeling","https://indiveo.nl/divis/opname-in-verband-met-ventielbehandeling-3/","In het UMCG kunnen patiënten met COPD behandeld worden met een ventielbehandeling. Patiënten die in aanmerking komen voor deze behandeling, worden enkele dagen opgenomen in het ziekenhuis. Tijdens deze opname vinden er ter voorbereiding nog enkele onderzoeken en gesprekken plaats. Ook op de dag van de behandelingen worden er nog een aantal metingen verricht, die belangrijk zijn om te bepalen of de ingreep daadwerkelijk plaats kan vinden.



In deze Divi krijgen patiënten uitleg over het opnametraject en de voorbereidingen op de operatie. Daardoor weten zij wat ze kunnen verwachten en kunnen ze zich ook goed op de ingreep voorbereiden.","Opname in verband met ventielbehandeling","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314804-259","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Opioïden bij benauwdheid","https://indiveo.nl/divis/opioiden-bij-benauwdheid/","​Opioïden zijn sterke pijnstillers. Voorbeelden van opioïden zijn morfine en fentanyl. Opioïden kunnen verlichting geven bij benauwdheid of kortademigheid. Dit kan voorkomen bij verschillende ziektes. Als verschillende behandelingen niet werken, kunnen opioïden ingezet worden om de kortademigheid te verminderen. 



In deze Divi wordt uitgelegd hoe deze opioïden werken en hoe deze toegediend kunnen worden. Daarnaast wordt aan de patiënt uitgelegd welke bijwerkingen dit middel kan hebben. Het gebruiken van opioïden roept bij patiënten soms veel vragen op. Daarom is er in de Divi ook een pagina met feiten en fabels over het gebruik van opioïden.","Opioïden bij benauwdheid","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314805-260","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","NO-meting","https://indiveo.nl/divis/no-meting/","Tijdens een NO-Meting wordt er gemeten of er een ontsteking actief is in uw luchtwegen. Dit wordt gemeten door de hoeveelheid stikstof in de uitgeademde lucht van de patiënt te meten. Aan de patiënt wordt in een animatie stap voor stap uitgelegd hoe het onderzoek verloopt. Daardoor weet de patiënt precies wat hij of zij kan verwachten tijdens het onderzoek.","NO-meting","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314807-261","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Na een astma-aanval","https://indiveo.nl/divis/na-een-astma-aanval/","De patiënt heeft een astma-aanval gehad. Daarbij is prednisolon voorgeschreven. In deze Divi wordt meer informatie gegeven over dit medicijn. En wat de nadelen zijn van het te vaak nemen van een kuur. De patiënt leert welke andere manieren er zijn om astma onder controle te krijgen. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Na een astma-aanval","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314808-262","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","MIP-MEP","https://indiveo.nl/divis/mip-mep/","MIP-MEP staat voor Maximal Inspiratory Pressure - Maximal Expiratory Pressure. Bij dit onderzoek wordt de kracht van de in- en uitademingsspieren van een patiënt gemeten. Aan de hand van een animatie over het onderzoek wordt aan de patiënt uitgelegd hoe het MIP-MEP onderzoek verloopt. Daarnaast wordt er in deze Divi aandacht besteed aan de voorbereiding op het onderzoek.","MIP-MEP","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314811-263","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Metronoomtest","https://indiveo.nl/divis/metronoomtest/","Met een metronoom test, ook wel een metronoom gestuurde tachypneu genoemd, wordt er gekeken naar de inhoud van de longen van de patiënt terwijl hij snel ademhaalt. In een animatie wordt aan de patiënt het verloop van het onderzoek uitgelegd. Na het bekijken van deze Divi weet de patiënt precies wat er tijdens het onderzoek gebeurt. Daarnaast leest de patiënt in de Divi ook over de voorbereiding van het onderzoek.","Metronoomtest","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314813-264","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Methacholine drempel","https://indiveo.nl/divis/methacholine-drempel/","Tijdens de methacholine provocatietest (ook wel een methacholinedrempel genoemd) wordt er gekeken of de luchtwegen overgevoelig zijn en overgevoelig reageren. Dit wordt getest met de onschadelijke stof methacholine.



In deze Divi krijgt de patiënt informatie over de voorbereiding en het verloop van de provocatietest. Met verschillende beelden wordt uitgelegd wat het onderzoek inhoudt. Hierdoor is de patiënt goed voorbereid op het onderzoek.","Methacholine drempel","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314815-265","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Mantoux test","https://indiveo.nl/divis/mantoux-test/","De Mantoux-test is een priktest om te kijken of de patiënt in aanraking is geweest met tuberculose. Als dit het geval is, heeft het lichaam antistoffen gemaakt. Deze antistoffen blijven het hele leven in het lichaam. In de Divi wordt beeldend uitgelegd hoe deze priktest verloopt en hoe de patiënt zich daarop moet voorbereiden.","Mantoux test","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314817-266","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Looptest","https://indiveo.nl/divis/looptest/","Tijdens de looptest onderzoekt een zorgverlener de conditie van de patiënt. Er wordt bekeken hoe ver de patiënt kan lopen in zes minuten. Voordat de test begint wordt de hartslag en het zuurstofgehalte gemeten. 



In deze Divi krijgt de patiënt informatie over de voorbereidingen, het verloop van de looptest en de uitslag van het onderzoek.","Looptest","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Cardiologie, Fysiotherapie, Longziekten"
"1765314819-267","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Longrevalidatie","https://indiveo.nl/divis/longrevalidatie/","Een longziekte kan er voor zorgen dat u sneller moe bent en niet meer kan doen wat u wilt. Longrevalidatie kan u helpen om beter met uw longziekte om te gaan en uw conditie te verbeteren. Het doel van longrevalidatie is om ervoor te zorgen dat u in het dagelijkse leven minder last heeft van uw longaandoening.



In de Divi longrevalidatie wordt uitleg gegeven over de verschillende onderwerpen die aan bod komen bij de longrevalidatie. Daarnaast wordt uitgelegd hoe het traject er uit ziet.","Longrevalidatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314821-268","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Longoperatie","https://indiveo.nl/divis/longoperatie/","Met een longoperatie kan er een deel van de longen verwijderd worden. Deze operatie wordt vaak uitgevoerd bij longkanker. In deze Divi over een longoperatie wordt allereerst aan de patiënt uitgelegd hoe longen eruitzien en waar deze uit bestaan. Vervolgens wordt stap voor stap uitgelegd hoe de ingreep van het verwijderen van een deel of de hele long verloopt. Omdat een longoperatie op verschillende manieren kan plaatsvinden, zijn deze verschillende methoden in de Divi verwerkt. 



Naast het verloop van de operatie weet de patiënt na het kijken van de Divi ook alles over de voorbereiding, nazorg en risico's van een longoperatie.","Longoperatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Longziekten"
"1765314823-269","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Longembolie","https://indiveo.nl/divis/longembolie/","Bij een longembolie zit een bloedvat naar de longen verstopt. Daardoor komt er minder zuurstof in het bloed. Dat zorgt voor benauwdheid en het ophoesten van bloed. 



In de Divi 'Longembolie' wordt uitgelegd wat een longembolie is en welke klachten dat geeft. Daarnaast wordt er uitleg gegeven over de behandelmogelijkheden en de stappen die men kan zetten om de kans op een longembolie in de toekomst te verkleinen.","Longembolie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314824-270","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Longaanval","https://indiveo.nl/divis/longaanval/","Tijdens een longaanval worden de klachten van COPD plotseling erger. Dat is een hele nare ervaring en het kan soms een lange tijd duren voordat een patiënt daarvan hersteld is. In de Divi wordt aan de patiënt uitgelegd wat een longaanval is en hoe dit veroorzaakt wordt. Daarnaast wordt uitleg gegeven over het behandelen van een longaanval. In de Divi is tot slot een extra animatie beschikbaar waarin wordt uitgelegd hoe een patiënt een longaanval kan leren herkennen.","Longaanval","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314827-271","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Leven met COPD","https://indiveo.nl/divis/leven-met-copd/","COPD is een chronische longziekte. Dat betekent dat de patiënt niet zal genezen van de ziekte. Met een verandering van leefstijl kunnen de klachten van de patiënt mogelijk verminderd worden. Het helpt de patiënt om hierbij doelen te stellen. In deze Divi wordt uitgelegd waarom het belangrijk is om deze doelen te stellen en krijgt de patiënt tips om ervoor te zorgen dat deze doelen haalbaar zijn. 



Naast informatie voor de patiënt met COPD, wordt in deze Divi er ook uitleg verstrekt aan mantelzorgers. Mantelzorgers krijgen informatie over het omgaan met een naaste met COPD. Daarnaast worden er verschillende tips gegeven.","Leven met COPD","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
